Student_ID,Name,Class,Subject,Exam_Score_1,Exam_Score_2,Exam_Score_3,Attendance_Percentage,Study_Hours_Per_Week,Assignment_Completion_Rate,Participation_Level,Final_Score
STU_104,Vikram Gupta,Grade 11,Science,58.14,57.0,52.3,66.61,3.72,89.52,Medium,51.19
STU_104,Vikram Gupta,Grade 11,English,75.3,76.05,74.72,88.77,15.23,90.07,Low,67.65
STU_104,Vikram Gupta,Grade 11,History,93.69,99.25,100.0,64.81,27.25,84.92,Low,90.56
STU_104,Vikram Gupta,Grade 11,Art,74.6,78.84,74.55,87.37,9.23,66.49,Low,69.21
STU_105,Ananya Joshi,Grade 12,Math,71.77,73.29,80.24,76.18,10.48,75.73,Medium,70.14
STU_105,Ananya Joshi,Grade 12,Science,73.2,78.15,81.21,80.59,14.26,50.98,Medium,73.28
STU_105,Ananya Joshi,Grade 12,English,53.78,53.62,49.22,80.52,2.84,81.27,Medium,58.15
STU_105,Ananya Joshi,Grade 12,History,91.18,95.41,95.37,71.22,23.47,72.66,Low,82.64
STU_105,Ananya Joshi,Grade 12,Art,83.15,82.89,84.2,79.48,19.07,96.12,High,77.48
STU_106,Siddharth Reddy,Grade 9,Math,90.01,94.84,92.77,85.7,22.38,92.85,Medium,85.92
STU_106,Siddharth Reddy,Grade 9,Science,84.17,87.23,89.21,66.79,20.2,55.05,Low,79.04
STU_106,Siddharth Reddy,Grade 9,English,67.38,69.27,74.92,80.5,12.52,88.02,Low,73.35
STU_106,Siddharth Reddy,Grade 9,History,89.14,95.57,97.36,95.72,21.37,51.76,Low,87.41
STU_106,Siddharth Reddy,Grade 9,Art,71.06,78.55,72.53,97.84,9.06,79.77,Medium,71.61
STU_107,Siddharth Sharma,Grade 10,Math,94.91,96.62,95.15,68.14,23.48,95.14,High,91.57
STU_107,Siddharth Sharma,Grade 10,Science,67.47,74.19,71.9,75.05,9.1,61.65,High,69.47
STU_107,Siddharth Sharma,Grade 10,English,96.66,100.0,100.0,82.57,29.52,76.86,Low,94.29
STU_107,Siddharth Sharma,Grade 10,History,98.17,100.0,100.0,91.74,24.51,86.21,High,93.64
STU_107,Siddharth Sharma,Grade 10,Art,96.07,94.78,96.83,89.16,22.57,79.77,Medium,91.24
STU_108,Vikram Patel,Grade 11,Math,86.15,88.78,89.35,69.95,25.85,59.11,Medium,81.71
STU_108,Vikram Patel,Grade 11,Science,65.52,66.72,68.96,80.14,6.9,89.75,Medium,62.73
STU_108,Vikram Patel,Grade 11,English,91.55,95.38,98.5,88.42,20.86,86.32,Medium,86.16
STU_108,Vikram Patel,Grade 11,History,85.56,87.96,89.67,66.08,19.71,64.37,Medium,78.41
STU_108,Vikram Patel,Grade 11,Art,88.76,94.65,92.53,94.77,21.42,56.09,Low,88.65
STU_109,Priya Sharma,Grade 11,Math,65.4,65.95,64.23,62.44,14.38,77.95,Medium,57.71
STU_109,Priya Sharma,Grade 11,Science,61.04,63.04,58.67,99.86,5.07,83.37,Medium,58.93
STU_109,Priya Sharma,Grade 11,English,94.38,95.9,86.16,69.96,25.07,51.85,Medium,86.13
STU_109,Priya Sharma,Grade 11,History,86.0,88.83,85.69,78.57,21.06,60.88,Medium,80.74
STU_109,Priya Sharma,Grade 11,Art,90.04,95.55,100.0,81.19,22.84,90.07,High,89.35
STU_110,Tanisha Singh,Grade 9,Math,74.57,74.22,80.54,85.0,14.26,71.74,Low,72.5
STU_110,Tanisha Singh,Grade 9,Science,71.44,70.71,71.56,62.0,13.61,67.15,High,61.68
STU_110,Tanisha Singh,Grade 9,English,77.54,76.76,81.04,71.86,22.74,82.88,Low,71.97
STU_110,Tanisha Singh,Grade 9,History,80.21,84.69,85.99,99.48,13.3,77.22,Low,75.59
STU_110,Tanisha Singh,Grade 9,Art,99.66,100.0,100.0,82.1,25.51,83.27,Low,92.92
STU_111,Rohan Joshi,Grade 9,Math,66.4,73.03,70.97,87.43,3.28,51.55,Low,63.09
STU_111,Rohan Joshi,Grade 9,Science,72.17,73.49,78.59,98.44,5.59,55.64,High,69.16
STU_111,Rohan Joshi,Grade 9,English,68.72,70.96,79.44,81.36,10.94,86.85,Low,69.94
STU_111,Rohan Joshi,Grade 9,History,87.91,88.31,92.92,98.63,17.19,53.06,Low,87.55
STU_111,Rohan Joshi,Grade 9,Art,68.45,70.46,73.73,78.15,6.65,76.46,High,62.64
STU_112,Ananya Gupta,Grade 12,Math,78.66,79.24,72.53,94.72,9.73,58.37,High,67.69
STU_112,Ananya Gupta,Grade 12,Science,74.63,77.19,77.25,76.14,16.4,74.99,High,74.53
STU_112,Ananya Gupta,Grade 12,English,65.27,63.01,55.36,96.99,2.2,59.55,Low,53.71
STU_112,Ananya Gupta,Grade 12,History,65.24,66.45,68.0,65.97,12.48,55.32,Medium,61.43
STU_112,Ananya Gupta,Grade 12,Art,74.9,81.41,87.6,76.74,15.57,82.03,Medium,77.51
STU_113,Priya Singh,Grade 12,Math,86.42,85.27,91.13,62.87,17.82,64.42,Medium,77.87
STU_113,Priya Singh,Grade 12,Science,73.03,79.67,80.94,92.38,6.75,68.77,High,69.4
STU_113,Priya Singh,Grade 12,English,64.67,70.92,74.69,79.94,6.26,84.85,High,61.79
STU_113,Priya Singh,Grade 12,History,79.84,86.22,86.47,71.45,16.22,81.18,Low,75.2
STU_113,Priya Singh,Grade 12,Art,100.0,100.0,100.0,90.51,28.66,87.15,High,96.8
STU_114,Siddharth Sharma,Grade 11,Math,89.78,91.96,88.06,74.87,18.52,70.94,Medium,86.48
STU_114,Siddharth Sharma,Grade 11,Science,72.68,73.56,75.15,76.07,8.06,53.57,High,66.07
STU_114,Siddharth Sharma,Grade 11,English,76.14,79.44,79.19,71.37,15.22,89.16,High,70.66
STU_114,Siddharth Sharma,Grade 11,History,80.89,79.26,82.34,67.61,20.68,83.93,Low,81.15
STU_114,Siddharth Sharma,Grade 11,Art,82.12,88.22,90.58,88.63,19.4,91.95,Low,82.09
STU_115,Siddharth Verma,Grade 11,Math,75.0,75.28,70.68,92.93,13.12,92.17,High,68.5
STU_115,Siddharth Verma,Grade 11,Science,61.43,70.71,77.16,70.17,8.59,57.36,High,61.06
STU_115,Siddharth Verma,Grade 11,English,82.76,80.34,84.95,71.94,20.39,70.05,Medium,81.22
STU_115,Siddharth Verma,Grade 11,History,78.22,78.31,75.72,62.01,18.04,98.76,High,71.67
STU_115,Siddharth Verma,Grade 11,Art,86.74,91.05,90.62,84.46,18.55,74.16,High,86.19
STU_116,Siddharth Reddy,Grade 10,Math,74.3,77.21,84.15,74.46,13.0,82.49,Medium,75.76
STU_116,Siddharth Reddy,Grade 10,Science,100.0,100.0,100.0,64.25,29.26,52.87,Medium,87.99
STU_116,Siddharth Reddy,Grade 10,English,76.79,84.29,85.9,71.84,9.41,66.52,High,76.44
STU_116,Siddharth Reddy,Grade 10,History,66.44,68.67,76.88,93.65,8.76,94.37,Low,66.94
STU_116,Siddharth Reddy,Grade 10,Art,63.08,63.66,66.11,64.62,10.88,92.93,High,54.81
STU_117,Tanisha Malhotra,Grade 11,Math,86.76,88.47,89.94,99.21,18.45,97.75,Low,87.37
STU_117,Tanisha Malhotra,Grade 11,Science,80.06,76.83,67.88,63.61,16.19,56.97,Medium,64.08
STU_117,Tanisha Malhotra,Grade 11,English,89.38,97.38,94.64,88.99,16.68,90.7,Medium,89.25
STU_117,Tanisha Malhotra,Grade 11,History,81.16,83.96,82.3,77.69,20.99,88.62,High,80.14
STU_117,Tanisha Malhotra,Grade 11,Art,100.0,100.0,100.0,91.36,28.88,77.1,Low,98.89
STU_118,Sanya Malhotra,Grade 10,Math,87.17,82.69,84.72,84.04,17.73,88.37,Medium,72.98
STU_118,Sanya Malhotra,Grade 10,Science,85.34,94.56,96.37,60.75,23.8,71.1,Medium,85.06
STU_118,Sanya Malhotra,Grade 10,English,96.69,98.79,98.73,72.1,20.16,83.55,Medium,89.68
STU_118,Sanya Malhotra,Grade 10,History,92.35,94.13,96.68,94.76,18.84,93.37,Low,88.83
STU_118,Sanya Malhotra,Grade 10,Art,70.87,70.57,69.02,94.44,9.45,92.94,Low,68.16
STU_119,Tanisha Verma,Grade 9,Math,58.07,59.18,62.95,63.28,3.9,73.47,Low,49.98
STU_119,Tanisha Verma,Grade 9,Science,70.76,75.5,73.1,77.92,2.16,93.6,Low,63.79
STU_119,Tanisha Verma,Grade 9,English,78.39,86.22,84.64,99.04,13.25,65.46,High,78.7
STU_119,Tanisha Verma,Grade 9,History,97.58,100.0,100.0,90.23,24.98,59.87,High,92.8
STU_119,Tanisha Verma,Grade 9,Art,63.75,64.33,68.62,62.0,6.95,57.36,High,58.83
STU_120,Priya Joshi,Grade 9,Math,88.73,88.16,94.83,85.12,23.77,89.92,Low,86.29
STU_120,Priya Joshi,Grade 9,Science,84.82,87.9,84.83,91.17,21.98,72.78,High,84.13
STU_120,Priya Joshi,Grade 9,English,60.37,62.63,64.57,64.74,5.36,95.59,Low,51.92
STU_120,Priya Joshi,Grade 9,History,92.51,100.0,100.0,66.65,26.69,79.26,High,91.03
STU_120,Priya Joshi,Grade 9,Art,92.84,92.33,91.92,60.58,24.27,79.55,High,82.78
STU_121,Ananya Malhotra,Grade 9,Math,100.0,100.0,100.0,89.36,22.94,61.62,Low,92.75
STU_121,Ananya Malhotra,Grade 9,Science,97.38,98.41,93.93,85.24,26.77,68.83,High,86.04
STU_121,Ananya Malhotra,Grade 9,English,88.56,87.12,93.47,93.62,19.64,89.1,Low,81.01
STU_121,Ananya Malhotra,Grade 9,History,74.77,77.4,77.58,99.15,7.74,54.29,High,70.01
STU_121,Ananya Malhotra,Grade 9,Art,61.98,68.4,72.64,78.14,2.21,83.23,Medium,64.85
STU_122,Priya Joshi,Grade 12,Math,81.71,88.93,89.49,67.19,17.17,91.34,Low,80.82
STU_122,Priya Joshi,Grade 12,Science,100.0,100.0,100.0,80.71,29.06,86.56,Low,97.0
STU_122,Priya Joshi,Grade 12,English,58.57,59.78,61.34,72.23,3.37,78.41,High,52.3
STU_122,Priya Joshi,Grade 12,History,72.72,74.02,71.44,83.24,13.71,54.78,High,73.76
STU_122,Priya Joshi,Grade 12,Art,71.85,72.46,78.5,70.11,13.74,59.23,High,71.52
STU_123,Vikram Singh,Grade 10,Math,67.65,64.11,52.62,64.78,9.11,93.81,High,57.74
STU_123,Vikram Singh,Grade 10,Science,71.6,72.49,72.34,76.5,13.28,72.35,Medium,67.82
STU_123,Vikram Singh,Grade 10,English,63.3,60.88,63.05,63.12,5.45,82.85,Medium,55.66
STU_123,Vikram Singh,Grade 10,History,76.1,74.61,75.59,98.03,14.35,51.49,High,77.05
STU_123,Vikram Singh,Grade 10,Art,82.06,88.05,96.26,67.29,14.56,71.09,High,80.14
STU_124,Ananya Kapoor,Grade 9,Math,81.7,82.74,83.97,71.34,13.58,67.78,Low,77.34
STU_124,Ananya Kapoor,Grade 9,Science,100.0,100.0,100.0,76.18,29.46,81.07,Medium,95.34
STU_124,Ananya Kapoor,Grade 9,English,79.85,81.03,78.67,93.37,19.03,67.05,High,75.45
STU_124,Ananya Kapoor,Grade 9,History,55.4,58.08,55.05,79.63,6.84,70.45,Low,49.07
STU_124,Ananya Kapoor,Grade 9,Art,100.0,100.0,100.0,79.77,29.09,86.82,High,91.61
STU_125,Ishita Gupta,Grade 12,Math,90.53,95.47,88.47,62.57,25.27,70.03,High,84.0
STU_125,Ishita Gupta,Grade 12,Science,82.86,90.85,93.72,77.14,15.4,78.18,High,85.16
STU_125,Ishita Gupta,Grade 12,English,100.0,100.0,100.0,91.77,24.46,99.6,High,96.05
STU_125,Ishita Gupta,Grade 12,History,67.1,65.97,63.8,96.69,6.92,69.76,High,60.09
STU_125,Ishita Gupta,Grade 12,Art,86.51,83.94,75.4,93.35,16.38,67.97,High,77.97
STU_126,Arjun Joshi,Grade 12,Math,100.0,100.0,100.0,87.1,28.67,50.77,Medium,97.37
STU_126,Arjun Joshi,Grade 12,Science,95.98,95.12,95.12,80.63,23.93,61.51,High,85.98
STU_126,Arjun Joshi,Grade 12,English,88.58,88.96,88.93,84.99,22.21,54.08,High,81.61
STU_126,Arjun Joshi,Grade 12,History,85.32,89.58,88.77,65.76,19.28,73.4,Medium,77.06
STU_126,Arjun Joshi,Grade 12,Art,74.88,78.13,84.55,65.85,17.28,79.84,Low,71.06
STU_127,Priya Malhotra,Grade 12,Math,79.63,76.26,72.95,78.82,16.99,78.88,Low,65.71
STU_127,Priya Malhotra,Grade 12,Science,70.41,74.76,75.65,69.86,17.46,95.28,Low,66.48
STU_127,Priya Malhotra,Grade 12,English,70.33,66.44,64.49,93.99,7.5,58.83,Low,61.41
STU_127,Priya Malhotra,Grade 12,History,96.42,100.0,98.85,99.49,16.67,60.32,High,95.75
STU_127,Priya Malhotra,Grade 12,Art,91.57,92.55,91.82,95.18,19.96,55.78,Medium,85.88
STU_128,Vikram Mehta,Grade 12,Math,67.0,68.72,73.34,70.52,8.31,76.6,High,59.14
STU_128,Vikram Mehta,Grade 12,Science,100.0,98.38,100.0,80.89,27.71,99.7,Medium,94.1
STU_128,Vikram Mehta,Grade 12,English,81.77,84.06,89.51,90.07,14.61,89.9,Medium,75.34
STU_128,Vikram Mehta,Grade 12,History,85.01,79.84,79.59,76.07,19.61,50.54,Low,75.05
STU_128,Vikram Mehta,Grade 12,Art,93.96,97.35,100.0,90.05,24.12,91.82,Medium,92.63
STU_129,Ananya Reddy,Grade 11,Math,92.8,99.06,100.0,72.29,26.62,71.14,High,87.57
STU_129,Ananya Reddy,Grade 11,Science,65.95,67.78,70.93,68.15,8.43,52.98,Medium,59.76
STU_129,Ananya Reddy,Grade 11,English,86.51,88.39,90.81,98.41,13.18,82.14,Low,80.23
STU_129,Ananya Reddy,Grade 11,History,96.03,91.14,95.32,74.98,25.2,72.16,High,90.38
STU_129,Ananya Reddy,Grade 11,Art,79.88,81.09,81.19,84.82,14.31,95.92,Low,73.82
STU_130,Ishita Verma,Grade 10,Math,100.0,100.0,100.0,73.99,28.12,72.86,Low,92.6
STU_130,Ishita Verma,Grade 10,Science,91.07,94.48,93.73,61.05,17.07,96.71,Medium,78.39
STU_130,Ishita Verma,Grade 10,English,84.94,85.91,89.98,74.48,23.07,82.53,Medium,79.96
STU_130,Ishita Verma,Grade 10,History,70.94,68.12,61.2,62.6,14.03,93.08,Medium,60.6
STU_130,Ishita Verma,Grade 10,Art,79.57,83.38,84.52,89.61,12.57,76.94,Medium,76.06
STU_131,Ananya Joshi,Grade 9,Math,66.51,66.83,67.29,80.11,2.47,54.56,Low,59.07
STU_131,Ananya Joshi,Grade 9,Science,96.29,96.89,100.0,94.64,27.35,63.96,Low,93.06
STU_131,Ananya Joshi,Grade 9,English,85.04,88.43,85.66,61.6,19.95,50.24,High,80.73
STU_131,Ananya Joshi,Grade 9,History,93.21,94.64,98.54,66.34,27.08,67.74,High,88.58
STU_131,Ananya Joshi,Grade 9,Art,91.45,93.65,91.01,88.74,15.76,61.02,High,85.11
STU_132,Ananya Malhotra,Grade 11,Math,73.69,74.01,71.08,74.27,15.73,69.77,High,75.29
STU_132,Ananya Malhotra,Grade 11,Science,94.05,99.27,100.0,68.49,24.61,61.4,Medium,92.99
STU_132,Ananya Malhotra,Grade 11,English,69.01,74.28,74.43,65.44,13.64,92.49,High,67.45
STU_132,Ananya Malhotra,Grade 11,History,100.0,100.0,100.0,61.28,28.0,99.39,Medium,90.97
STU_132,Ananya Malhotra,Grade 11,Art,85.63,87.31,93.52,66.08,18.07,74.64,Medium,81.56
STU_133,Ananya Kapoor,Grade 10,Math,75.38,79.89,76.78,97.61,4.57,78.35,Low,73.36
STU_133,Ananya Kapoor,Grade 10,Science,100.0,100.0,100.0,97.22,29.4,52.8,Medium,97.29
STU_133,Ananya Kapoor,Grade 10,English,63.87,65.85,61.24,86.59,12.69,53.71,Medium,63.88
STU_133,Ananya Kapoor,Grade 10,History,60.24,63.13,61.46,63.89,4.6,80.32,Low,53.96
STU_133,Ananya Kapoor,Grade 10,Art,74.23,77.06,82.35,75.49,12.03,76.88,Low,70.52
STU_134,Vikram Verma,Grade 9,Math,76.0,77.7,82.3,76.18,12.67,61.27,High,75.23
STU_134,Vikram Verma,Grade 9,Science,66.76,64.57,64.04,93.51,10.52,72.25,High,59.74
STU_134,Vikram Verma,Grade 9,English,72.04,74.33,80.35,60.57,6.6,51.17,Low,67.57
STU_134,Vikram Verma,Grade 9,History,76.56,76.49,76.22,60.35,15.76,58.6,High,66.73
STU_134,Vikram Verma,Grade 9,Art,79.55,77.37,73.35,66.93,21.2,72.73,Medium,73.91
STU_135,Priya Sharma,Grade 10,Math,75.8,79.81,73.47,86.8,10.47,79.91,Low,68.77
STU_135,Priya Sharma,Grade 10,Science,63.13,63.75,67.82,85.94,5.41,51.8,High,58.76
STU_135,Priya Sharma,Grade 10,English,87.0,87.64,91.21,80.7,17.76,94.01,High,81.55
STU_135,Priya Sharma,Grade 10,History,89.54,92.21,91.47,63.61,23.62,73.56,Medium,83.85
STU_135,Priya Sharma,Grade 10,Art,81.91,85.05,96.32,76.22,15.0,99.41,Low,79.32
STU_136,Ishita Mehta,Grade 11,Math,66.39,69.04,68.44,70.63,6.42,90.43,Low,64.8
STU_136,Ishita Mehta,Grade 11,Science,75.39,76.24,77.41,60.05,11.92,76.98,Low,68.38
STU_136,Ishita Mehta,Grade 11,English,77.36,75.18,71.25,67.36,11.41,51.03,High,61.99
STU_136,Ishita Mehta,Grade 11,History,95.94,97.85,100.0,81.24,27.56,90.49,High,92.44
STU_136,Ishita Mehta,Grade 11,Art,80.05,84.03,87.05,86.46,10.85,90.79,High,76.5
STU_137,Siddharth Patel,Grade 10,Math,97.33,100.0,100.0,98.01,26.21,56.42,Low,95.27
STU_137,Siddharth Patel,Grade 10,Science,79.39,77.44,74.23,67.0,15.22,50.13,High,70.63
STU_137,Siddharth Patel,Grade 10,English,65.9,70.33,77.65,72.33,2.39,89.98,Medium,70.7
STU_137,Siddharth Patel,Grade 10,History,59.17,58.66,60.44,88.28,3.14,91.06,Low,51.74
STU_137,Siddharth Patel,Grade 10,Art,83.96,85.17,88.98,99.29,17.09,70.96,Medium,79.15
STU_138,Vikram Mehta,Grade 12,Math,85.76,89.51,90.25,82.04,15.67,88.79,High,85.37
STU_138,Vikram Mehta,Grade 12,Science,77.07,81.49,82.91,80.54,9.28,57.67,Low,66.65
STU_138,Vikram Mehta,Grade 12,English,100.0,100.0,100.0,90.64,26.91,75.76,High,100.0
STU_138,Vikram Mehta,Grade 12,History,62.73,63.53,60.72,82.34,6.19,94.8,Medium,59.47
STU_138,Vikram Mehta,Grade 12,Art,57.85,62.7,61.73,76.82,9.49,91.2,Medium,57.27
STU_139,Sanya Kapoor,Grade 11,Math,61.65,59.17,63.94,62.07,3.94,76.92,Medium,46.46
STU_139,Sanya Kapoor,Grade 11,Science,100.0,100.0,100.0,67.87,27.39,65.83,Low,96.51
STU_139,Sanya Kapoor,Grade 11,English,72.69,74.57,80.74,76.94,8.55,68.32,Low,69.66
STU_139,Sanya Kapoor,Grade 11,History,67.49,71.19,68.74,98.96,4.81,82.2,Low,62.57
STU_139,Sanya Kapoor,Grade 11,Art,58.57,57.53,66.04,66.72,6.5,62.25,High,54.73
STU_140,Vikram Sharma,Grade 12,Math,95.39,96.52,89.43,61.42,27.85,82.5,Medium,89.04
STU_140,Vikram Sharma,Grade 12,Science,84.13,87.25,84.84,64.01,16.19,89.2,Medium,79.17
STU_140,Vikram Sharma,Grade 12,English,95.93,97.21,100.0,87.85,28.74,50.05,Low,95.84
STU_140,Vikram Sharma,Grade 12,History,89.43,93.92,92.43,95.23,27.29,85.44,Medium,89.65
STU_140,Vikram Sharma,Grade 12,Art,100.0,97.69,97.35,79.46,26.45,80.9,Medium,93.4
STU_141,Priya Patel,Grade 10,Math,65.9,72.12,77.15,76.93,12.33,57.18,High,72.17
STU_141,Priya Patel,Grade 10,Science,76.01,79.18,78.79,71.93,16.33,55.48,Medium,74.09
STU_141,Priya Patel,Grade 10,English,94.14,95.18,95.9,98.92,21.76,76.43,Low,88.54
STU_141,Priya Patel,Grade 10,History,82.01,81.33,89.74,85.19,22.86,70.38,High,82.56
STU_141,Priya Patel,Grade 10,Art,61.74,67.97,70.6,99.74,3.11,86.1,High,69.86
STU_142,Priya Joshi,Grade 10,Math,87.79,85.69,86.95,83.46,22.52,97.84,High,86.92
STU_142,Priya Joshi,Grade 10,Science,73.22,75.1,77.48,71.52,9.11,78.92,Low,66.34
STU_142,Priya Joshi,Grade 10,English,62.83,61.87,69.62,70.57,6.09,91.4,Low,56.95
STU_142,Priya Joshi,Grade 10,History,70.72,74.91,76.18,69.07,12.87,73.98,High,72.75
STU_142,Priya Joshi,Grade 10,Art,66.87,69.68,68.09,67.43,8.03,82.2,High,62.47
STU_143,Vikram Joshi,Grade 11,Math,86.96,83.58,80.55,73.18,23.39,82.53,Medium,81.4
STU_143,Vikram Joshi,Grade 11,Science,72.16,73.43,77.15,80.56,15.28,92.67,Low,76.56
STU_143,Vikram Joshi,Grade 11,English,59.09,56.37,58.16,79.35,5.68,98.38,High,53.63
STU_143,Vikram Joshi,Grade 11,History,66.12,67.66,70.64,75.35,9.46,79.89,Low,63.84
STU_143,Vikram Joshi,Grade 11,Art,56.54,59.77,54.01,73.96,4.32,97.1,Medium,51.25
STU_144,Arjun Verma,Grade 12,Math,89.7,88.39,91.19,91.92,26.29,82.22,Medium,85.88
STU_144,Arjun Verma,Grade 12,Science,77.73,80.75,78.95,68.39,12.33,68.72,High,69.19
STU_144,Arjun Verma,Grade 12,English,84.78,87.95,97.08,60.09,24.04,80.03,High,86.25
STU_144,Arjun Verma,Grade 12,History,50.23,45.52,49.17,62.36,5.01,77.93,Medium,44.2
STU_144,Arjun Verma,Grade 12,Art,92.96,92.84,93.22,80.13,26.49,67.03,High,84.34
STU_145,Rahul Reddy,Grade 12,Math,74.04,72.08,73.24,92.28,8.19,60.88,Medium,62.16
STU_145,Rahul Reddy,Grade 12,Science,58.16,53.72,55.87,67.43,6.1,57.85,Low,55.17
STU_145,Rahul Reddy,Grade 12,English,88.02,88.77,92.86,81.6,13.66,61.96,Medium,76.85
STU_145,Rahul Reddy,Grade 12,History,72.71,74.35,68.71,63.3,7.96,71.8,Low,67.33
STU_145,Rahul Reddy,Grade 12,Art,94.15,96.76,93.64,80.37,18.65,69.79,Medium,83.88
STU_146,Rohan Verma,Grade 9,Math,68.79,73.65,81.4,64.39,10.52,84.68,Low,64.27
STU_146,Rohan Verma,Grade 9,Science,100.0,100.0,100.0,73.56,26.78,67.6,Medium,93.71
STU_146,Rohan Verma,Grade 9,English,95.41,95.07,100.0,70.72,25.83,50.39,Medium,87.87
STU_146,Rohan Verma,Grade 9,History,80.14,79.67,78.51,84.01,17.56,68.5,High,72.02
STU_146,Rohan Verma,Grade 9,Art,56.4,60.17,62.34,61.63,6.13,54.14,Low,53.3
STU_147,Ananya Kapoor,Grade 11,Math,57.31,58.23,61.53,75.59,2.64,62.22,Low,54.87
STU_147,Ananya Kapoor,Grade 11,Science,79.0,78.87,82.26,89.61,17.02,62.79,High,73.62
STU_147,Ananya Kapoor,Grade 11,English,76.52,82.72,83.24,96.26,11.24,94.23,High,69.91
STU_147,Ananya Kapoor,Grade 11,History,75.11,78.44,78.85,69.52,10.58,67.72,Medium,62.62
STU_147,Ananya Kapoor,Grade 11,Art,66.19,63.37,67.88,97.76,2.5,97.86,Medium,64.46
STU_148,Ishita Joshi,Grade 9,Math,83.18,79.78,83.92,66.74,17.04,69.6,High,72.06
STU_148,Ishita Joshi,Grade 9,Science,83.39,80.42,80.22,90.84,13.44,93.23,Medium,75.76
STU_148,Ishita Joshi,Grade 9,English,79.45,80.49,79.6,69.17,19.85,71.23,High,78.04
STU_148,Ishita Joshi,Grade 9,History,100.0,100.0,100.0,91.35,26.68,71.89,Low,90.5
STU_148,Ishita Joshi,Grade 9,Art,70.78,68.3,64.23,87.6,8.18,97.96,Medium,66.07
STU_149,Priya Sharma,Grade 10,Math,70.83,74.75,73.3,79.32,8.12,56.7,High,61.88
STU_149,Priya Sharma,Grade 10,Science,75.08,77.15,74.33,60.64,15.65,83.01,Low,67.77
STU_149,Priya Sharma,Grade 10,English,73.89,76.54,77.05,77.65,13.94,56.04,High,68.78
STU_149,Priya Sharma,Grade 10,History,82.63,84.7,84.8,90.82,16.94,82.51,Medium,77.94
STU_149,Priya Sharma,Grade 10,Art,82.65,86.33,86.12,96.12,14.46,64.33,High,85.38
STU_150,Ishita Sharma,Grade 11,Math,66.42,69.81,73.72,91.37,4.74,85.94,Low,67.6
STU_150,Ishita Sharma,Grade 11,Science,85.85,88.37,83.57,99.56,20.98,68.39,Low,84.39
STU_150,Ishita Sharma,Grade 11,English,60.13,66.32,65.64,89.21,3.37,65.49,Low,63.92
STU_150,Ishita Sharma,Grade 11,History,63.79,66.76,67.47,60.75,7.78,89.96,Low,60.47
STU_150,Ishita Sharma,Grade 11,Art,85.63,91.86,90.25,60.36,19.69,71.93,High,78.68
STU_151,Rahul Gupta,Grade 10,Math,97.85,100.0,100.0,99.04,24.88,97.96,Medium,99.23
STU_151,Rahul Gupta,Grade 10,Science,91.14,96.97,90.35,85.86,21.63,70.61,Low,85.52
STU_151,Rahul Gupta,Grade 10,English,98.66,100.0,87.83,91.5,27.36,74.04,High,100.0
STU_151,Rahul Gupta,Grade 10,History,61.38,58.84,64.26,74.82,5.53,87.42,Low,56.16
STU_151,Rahul Gupta,Grade 10,Art,97.42,94.31,90.2,84.98,22.76,94.64,High,86.48
STU_152,Arjun Sharma,Grade 9,Math,62.45,66.24,73.66,82.38,9.95,97.27,High,63.06
STU_152,Arjun Sharma,Grade 9,Science,73.28,74.43,73.82,60.24,13.13,60.78,Medium,65.98
STU_152,Arjun Sharma,Grade 9,English,83.83,84.59,80.18,71.34,21.89,73.94,Low,79.17
STU_152,Arjun Sharma,Grade 9,History,100.0,100.0,100.0,80.86,29.74,80.48,High,92.54
STU_152,Arjun Sharma,Grade 9,Art,84.56,85.67,92.66,89.15,14.45,81.59,High,79.22
STU_153,Priya Patel,Grade 11,Math,93.39,94.98,89.96,81.11,21.9,91.48,High,86.34
STU_153,Priya Patel,Grade 11,Science,100.0,100.0,100.0,92.29,28.37,70.23,High,96.26
STU_153,Priya Patel,Grade 11,English,87.87,85.77,89.9,90.59,18.79,75.9,Medium,82.11
STU_153,Priya Patel,Grade 11,History,61.61,61.34,64.69,96.76,2.33,53.01,High,63.34
STU_153,Priya Patel,Grade 11,Art,70.92,75.55,77.11,97.12,10.41,99.42,High,69.29
STU_154,Tanisha Kapoor,Grade 11,Math,66.66,75.21,81.35,77.21,8.92,87.47,Medium,68.78
STU_154,Tanisha Kapoor,Grade 11,Science,55.81,53.56,63.43,65.26,2.4,66.2,Low,53.75
STU_154,Tanisha Kapoor,Grade 11,English,93.34,94.94,100.0,82.93,16.89,72.11,Medium,90.27
STU_154,Tanisha Kapoor,Grade 11,History,92.03,95.14,99.31,79.92,27.19,92.55,High,91.21
STU_154,Tanisha Kapoor,Grade 11,Art,64.19,66.24,65.08,87.18,10.61,54.39,High,60.75
STU_155,Sanya Reddy,Grade 12,Math,89.08,94.03,91.75,86.29,21.78,76.78,Low,82.59
STU_155,Sanya Reddy,Grade 12,Science,90.52,92.6,90.19,63.57,21.58,77.47,High,86.78
STU_155,Sanya Reddy,Grade 12,English,65.81,68.66,72.94,86.32,5.58,57.38,Medium,62.08
STU_155,Sanya Reddy,Grade 12,History,88.82,85.66,83.48,61.14,28.32,95.46,High,83.8
STU_155,Sanya Reddy,Grade 12,Art,69.01,77.12,73.98,73.59,10.12,96.9,Low,69.62
STU_156,Tanisha Kapoor,Grade 11,Math,93.87,94.84,92.88,97.48,24.74,58.64,Low,92.72
